confidence_definition,config_path,created_at_utc,dataset_hash,dataset_path,eval_script,evalset,exact_match,f1,max_steps,model,model_short,num_eval_examples,num_train_epochs,predictions_path,run_id,seed,subset_draw_id,subset_fraction,subset_size,train_budget_type,train_dataset_hash,train_dataset_path,train_run_id,train_subset,metrics_path,addsent_drop_f1,addsent_drop_em,addonesent_drop_f1,addonesent_drop_em
joint,results/round3e_bert_base/configs/bert_base__random__frac0p333__draw01__seed42__same_epochs.yaml,2026-05-23T02:32:23Z,sha256:fe4b4d10a7d1a5afed58183078a4fe10820af5537d4e28a82cab990673fb0d6c,data/qa/addonesent.jsonl,run.py/custom_squad_postprocess,addonesent,60.21264689423615,68.27246460105924,,bert-base-uncased,bert_base,1787,3.0,results/round3e_bert_base/predictions/bert_base__random__frac0p333__draw01__seed42__same_epochs__addonesent.jsonl,bert_base__random__frac0p333__draw01__seed42__same_epochs__addonesent,42,1.0,0.333,29170,same_epochs,sha256:6375feec2e7b0bbdf4e6bfaac6604056636170f522f59be6e8b9e67e863c4e61,data/subsets/round3e_bert/joint/random_frac0p333_draw01.jsonl,bert_base__random__frac0p333__draw01__seed42__same_epochs,random,results/round3e_bert_base/metrics/raw/bert_base__random__frac0p333__draw01__seed42__same_epochs__addonesent.json,25.87654690302241,24.890988912865538,17.124358380016105,16.476094827618148
joint,results/round3e_bert_base/configs/bert_base__random__frac0p333__draw01__seed42__same_epochs.yaml,2026-05-23T02:31:24Z,sha256:698ce6f7c1779b1b83d253f1c1b3fc2058f278ec4e656dae445dc5c7a7de98df,data/qa/addsent.jsonl,run.py/custom_squad_postprocess,addsent,51.79775280898876,59.52027607805294,,bert-base-uncased,bert_base,3560,3.0,results/round3e_bert_base/predictions/bert_base__random__frac0p333__draw01__seed42__same_epochs__addsent.jsonl,bert_base__random__frac0p333__draw01__seed42__same_epochs__addsent,42,1.0,0.333,29170,same_epochs,sha256:6375feec2e7b0bbdf4e6bfaac6604056636170f522f59be6e8b9e67e863c4e61,data/subsets/round3e_bert/joint/random_frac0p333_draw01.jsonl,bert_base__random__frac0p333__draw01__seed42__same_epochs,random,results/round3e_bert_base/metrics/raw/bert_base__random__frac0p333__draw01__seed42__same_epochs__addsent.json,25.87654690302241,24.890988912865538,17.124358380016105,16.476094827618148
joint,results/round3e_bert_base/configs/bert_base__random__frac0p333__draw01__seed42__same_epochs.yaml,2026-05-23T02:30:21Z,sha256:940197b8001a1309109a52f2d51d1b3eb25d1db49950b24705dc8641f1c19502,data/qa/squad_dev.jsonl,run.py/custom_squad_postprocess,squad_dev,76.6887417218543,85.39682298107535,,bert-base-uncased,bert_base,10570,3.0,results/round3e_bert_base/predictions/bert_base__random__frac0p333__draw01__seed42__same_epochs__squad_dev.jsonl,bert_base__random__frac0p333__draw01__seed42__same_epochs__squad_dev,42,1.0,0.333,29170,same_epochs,sha256:6375feec2e7b0bbdf4e6bfaac6604056636170f522f59be6e8b9e67e863c4e61,data/subsets/round3e_bert/joint/random_frac0p333_draw01.jsonl,bert_base__random__frac0p333__draw01__seed42__same_epochs,random,results/round3e_bert_base/metrics/raw/bert_base__random__frac0p333__draw01__seed42__same_epochs__squad_dev.json,25.87654690302241,24.890988912865538,17.124358380016105,16.476094827618148
joint,results/round3e_bert_base/configs/bert_base__random__frac0p333__draw02__seed13__same_epochs.yaml,2026-05-23T02:41:54Z,sha256:fe4b4d10a7d1a5afed58183078a4fe10820af5537d4e28a82cab990673fb0d6c,data/qa/addonesent.jsonl,run.py/custom_squad_postprocess,addonesent,63.01063234471181,70.27767507813168,,bert-base-uncased,bert_base,1787,3.0,results/round3e_bert_base/predictions/bert_base__random__frac0p333__draw02__seed13__same_epochs__addonesent.jsonl,bert_base__random__frac0p333__draw02__seed13__same_epochs__addonesent,13,2.0,0.333,29170,same_epochs,sha256:415d9eae3e37c64f1b1c272932093bb6725aade9ad3e45ef12b818a990c19b92,data/subsets/round3e_bert/joint/random_frac0p333_draw02.jsonl,bert_base__random__frac0p333__draw02__seed13__same_epochs,random,results/round3e_bert_base/metrics/raw/bert_base__random__frac0p333__draw02__seed13__same_epochs__addonesent.json,22.432843082222945,20.67995067660221,14.510478041445097,13.006396983575797
joint,results/round3e_bert_base/configs/bert_base__random__frac0p333__draw02__seed13__same_epochs.yaml,2026-05-23T02:40:53Z,sha256:698ce6f7c1779b1b83d253f1c1b3fc2058f278ec4e656dae445dc5c7a7de98df,data/qa/addsent.jsonl,run.py/custom_squad_postprocess,addsent,55.337078651685395,62.35531003735383,,bert-base-uncased,bert_base,3560,3.0,results/round3e_bert_base/predictions/bert_base__random__frac0p333__draw02__seed13__same_epochs__addsent.jsonl,bert_base__random__frac0p333__draw02__seed13__same_epochs__addsent,13,2.0,0.333,29170,same_epochs,sha256:415d9eae3e37c64f1b1c272932093bb6725aade9ad3e45ef12b818a990c19b92,data/subsets/round3e_bert/joint/random_frac0p333_draw02.jsonl,bert_base__random__frac0p333__draw02__seed13__same_epochs,random,results/round3e_bert_base/metrics/raw/bert_base__random__frac0p333__draw02__seed13__same_epochs__addsent.json,22.432843082222945,20.67995067660221,14.510478041445097,13.006396983575797
joint,results/round3e_bert_base/configs/bert_base__random__frac0p333__draw02__seed13__same_epochs.yaml,2026-05-23T02:39:49Z,sha256:940197b8001a1309109a52f2d51d1b3eb25d1db49950b24705dc8641f1c19502,data/qa/squad_dev.jsonl,run.py/custom_squad_postprocess,squad_dev,76.0170293282876,84.78815311957678,,bert-base-uncased,bert_base,10570,3.0,results/round3e_bert_base/predictions/bert_base__random__frac0p333__draw02__seed13__same_epochs__squad_dev.jsonl,bert_base__random__frac0p333__draw02__seed13__same_epochs__squad_dev,13,2.0,0.333,29170,same_epochs,sha256:415d9eae3e37c64f1b1c272932093bb6725aade9ad3e45ef12b818a990c19b92,data/subsets/round3e_bert/joint/random_frac0p333_draw02.jsonl,bert_base__random__frac0p333__draw02__seed13__same_epochs,random,results/round3e_bert_base/metrics/raw/bert_base__random__frac0p333__draw02__seed13__same_epochs__squad_dev.json,22.432843082222945,20.67995067660221,14.510478041445097,13.006396983575797
joint,results/round3e_bert_base/configs/bert_base__random__frac0p333__draw02__seed21__same_epochs.yaml,2026-05-23T02:51:26Z,sha256:fe4b4d10a7d1a5afed58183078a4fe10820af5537d4e28a82cab990673fb0d6c,data/qa/addonesent.jsonl,run.py/custom_squad_postprocess,addonesent,62.39507554560716,70.01746489766542,,bert-base-uncased,bert_base,1787,3.0,results/round3e_bert_base/predictions/bert_base__random__frac0p333__draw02__seed21__same_epochs__addonesent.jsonl,bert_base__random__frac0p333__draw02__seed21__same_epochs__addonesent,21,2.0,0.333,29170,same_epochs,sha256:415d9eae3e37c64f1b1c272932093bb6725aade9ad3e45ef12b818a990c19b92,data/subsets/round3e_bert/joint/random_frac0p333_draw02.jsonl,bert_base__random__frac0p333__draw02__seed21__same_epochs,random,results/round3e_bert_base/metrics/raw/bert_base__random__frac0p333__draw02__seed21__same_epochs__addonesent.json,23.25342764181142,21.976178074474078,15.108504986755293,14.019304776057929
joint,results/round3e_bert_base/configs/bert_base__random__frac0p333__draw02__seed21__same_epochs.yaml,2026-05-23T02:50:25Z,sha256:698ce6f7c1779b1b83d253f1c1b3fc2058f278ec4e656dae445dc5c7a7de98df,data/qa/addsent.jsonl,run.py/custom_squad_postprocess,addsent,54.438202247191015,61.87254224260929,,bert-base-uncased,bert_base,3560,3.0,results/round3e_bert_base/predictions/bert_base__random__frac0p333__draw02__seed21__same_epochs__addsent.jsonl,bert_base__random__frac0p333__draw02__seed21__same_epochs__addsent,21,2.0,0.333,29170,same_epochs,sha256:415d9eae3e37c64f1b1c272932093bb6725aade9ad3e45ef12b818a990c19b92,data/subsets/round3e_bert/joint/random_frac0p333_draw02.jsonl,bert_base__random__frac0p333__draw02__seed21__same_epochs,random,results/round3e_bert_base/metrics/raw/bert_base__random__frac0p333__draw02__seed21__same_epochs__addsent.json,23.25342764181142,21.976178074474078,15.108504986755293,14.019304776057929
joint,results/round3e_bert_base/configs/bert_base__random__frac0p333__draw02__seed21__same_epochs.yaml,2026-05-23T02:49:18Z,sha256:940197b8001a1309109a52f2d51d1b3eb25d1db49950b24705dc8641f1c19502,data/qa/squad_dev.jsonl,run.py/custom_squad_postprocess,squad_dev,76.41438032166509,85.12596988442071,,bert-base-uncased,bert_base,10570,3.0,results/round3e_bert_base/predictions/bert_base__random__frac0p333__draw02__seed21__same_epochs__squad_dev.jsonl,bert_base__random__frac0p333__draw02__seed21__same_epochs__squad_dev,21,2.0,0.333,29170,same_epochs,sha256:415d9eae3e37c64f1b1c272932093bb6725aade9ad3e45ef12b818a990c19b92,data/subsets/round3e_bert/joint/random_frac0p333_draw02.jsonl,bert_base__random__frac0p333__draw02__seed21__same_epochs,random,results/round3e_bert_base/metrics/raw/bert_base__random__frac0p333__draw02__seed21__same_epochs__squad_dev.json,23.25342764181142,21.976178074474078,15.108504986755293,14.019304776057929
joint,results/round3e_bert_base/configs/bert_base__random__frac0p333__draw02__seed42__same_epochs.yaml,2026-05-23T03:00:57Z,sha256:fe4b4d10a7d1a5afed58183078a4fe10820af5537d4e28a82cab990673fb0d6c,data/qa/addonesent.jsonl,run.py/custom_squad_postprocess,addonesent,62.05931729155009,69.62192171470572,,bert-base-uncased,bert_base,1787,3.0,results/round3e_bert_base/predictions/bert_base__random__frac0p333__draw02__seed42__same_epochs__addonesent.jsonl,bert_base__random__frac0p333__draw02__seed42__same_epochs__addonesent,42,2.0,0.333,29170,same_epochs,sha256:415d9eae3e37c64f1b1c272932093bb6725aade9ad3e45ef12b818a990c19b92,data/subsets/round3e_bert/joint/random_frac0p333_draw02.jsonl,bert_base__random__frac0p333__draw02__seed42__same_epochs,random,results/round3e_bert_base/metrics/raw/bert_base__random__frac0p333__draw02__seed42__same_epochs__addonesent.json,24.475091321964122,22.883638238389338,15.554419237611398,14.279377126614534
joint,results/round3e_bert_base/configs/bert_base__random__frac0p333__draw02__seed42__same_epochs.yaml,2026-05-23T02:59:59Z,sha256:698ce6f7c1779b1b83d253f1c1b3fc2058f278ec4e656dae445dc5c7a7de98df,data/qa/addsent.jsonl,run.py/custom_squad_postprocess,addsent,53.45505617977528,60.701249630353,,bert-base-uncased,bert_base,3560,3.0,results/round3e_bert_base/predictions/bert_base__random__frac0p333__draw02__seed42__same_epochs__addsent.jsonl,bert_base__random__frac0p333__draw02__seed42__same_epochs__addsent,42,2.0,0.333,29170,same_epochs,sha256:415d9eae3e37c64f1b1c272932093bb6725aade9ad3e45ef12b818a990c19b92,data/subsets/round3e_bert/joint/random_frac0p333_draw02.jsonl,bert_base__random__frac0p333__draw02__seed42__same_epochs,random,results/round3e_bert_base/metrics/raw/bert_base__random__frac0p333__draw02__seed42__same_epochs__addsent.json,24.475091321964122,22.883638238389338,15.554419237611398,14.279377126614534
joint,results/round3e_bert_base/configs/bert_base__random__frac0p333__draw02__seed42__same_epochs.yaml,2026-05-23T02:58:55Z,sha256:940197b8001a1309109a52f2d51d1b3eb25d1db49950b24705dc8641f1c19502,data/qa/squad_dev.jsonl,run.py/custom_squad_postprocess,squad_dev,76.33869441816462,85.17634095231712,,bert-base-uncased,bert_base,10570,3.0,results/round3e_bert_base/predictions/bert_base__random__frac0p333__draw02__seed42__same_epochs__squad_dev.jsonl,bert_base__random__frac0p333__draw02__seed42__same_epochs__squad_dev,42,2.0,0.333,29170,same_epochs,sha256:415d9eae3e37c64f1b1c272932093bb6725aade9ad3e45ef12b818a990c19b92,data/subsets/round3e_bert/joint/random_frac0p333_draw02.jsonl,bert_base__random__frac0p333__draw02__seed42__same_epochs,random,results/round3e_bert_base/metrics/raw/bert_base__random__frac0p333__draw02__seed42__same_epochs__squad_dev.json,24.475091321964122,22.883638238389338,15.554419237611398,14.279377126614534
joint,results/round3e_bert_base/configs/bert_base__random__frac0p333__draw03__seed13__same_epochs.yaml,2026-05-23T03:10:27Z,sha256:fe4b4d10a7d1a5afed58183078a4fe10820af5537d4e28a82cab990673fb0d6c,data/qa/addonesent.jsonl,run.py/custom_squad_postprocess,addonesent,62.45103525461668,69.53920785714517,,bert-base-uncased,bert_base,1787,3.0,results/round3e_bert_base/predictions/bert_base__random__frac0p333__draw03__seed13__same_epochs__addonesent.jsonl,bert_base__random__frac0p333__draw03__seed13__same_epochs__addonesent,13,3.0,0.333,29170,same_epochs,sha256:c64657665aaceae6a1e7c1b9351ba5144da6b59b8b425320c146c8532788268f,data/subsets/round3e_bert/joint/random_frac0p333_draw03.jsonl,bert_base__random__frac0p333__draw03__seed13__same_epochs,random,results/round3e_bert_base/metrics/raw/bert_base__random__frac0p333__draw03__seed13__same_epochs__addonesent.json,24.30525543362166,22.659796115782427,15.44889912315729,13.972805804985974
joint,results/round3e_bert_base/configs/bert_base__random__frac0p333__draw03__seed13__same_epochs.yaml,2026-05-23T03:09:28Z,sha256:698ce6f7c1779b1b83d253f1c1b3fc2058f278ec4e656dae445dc5c7a7de98df,data/qa/addsent.jsonl,run.py/custom_squad_postprocess,addsent,53.764044943820224,60.6828515466808,,bert-base-uncased,bert_base,3560,3.0,results/round3e_bert_base/predictions/bert_base__random__frac0p333__draw03__seed13__same_epochs__addsent.jsonl,bert_base__random__frac0p333__draw03__seed13__same_epochs__addsent,13,3.0,0.333,29170,same_epochs,sha256:c64657665aaceae6a1e7c1b9351ba5144da6b59b8b425320c146c8532788268f,data/subsets/round3e_bert/joint/random_frac0p333_draw03.jsonl,bert_base__random__frac0p333__draw03__seed13__same_epochs,random,results/round3e_bert_base/metrics/raw/bert_base__random__frac0p333__draw03__seed13__same_epochs__addsent.json,24.30525543362166,22.659796115782427,15.44889912315729,13.972805804985974
joint,results/round3e_bert_base/configs/bert_base__random__frac0p333__draw03__seed13__same_epochs.yaml,2026-05-23T03:08:25Z,sha256:940197b8001a1309109a52f2d51d1b3eb25d1db49950b24705dc8641f1c19502,data/qa/squad_dev.jsonl,run.py/custom_squad_postprocess,squad_dev,76.42384105960265,84.98810698030246,,bert-base-uncased,bert_base,10570,3.0,results/round3e_bert_base/predictions/bert_base__random__frac0p333__draw03__seed13__same_epochs__squad_dev.jsonl,bert_base__random__frac0p333__draw03__seed13__same_epochs__squad_dev,13,3.0,0.333,29170,same_epochs,sha256:c64657665aaceae6a1e7c1b9351ba5144da6b59b8b425320c146c8532788268f,data/subsets/round3e_bert/joint/random_frac0p333_draw03.jsonl,bert_base__random__frac0p333__draw03__seed13__same_epochs,random,results/round3e_bert_base/metrics/raw/bert_base__random__frac0p333__draw03__seed13__same_epochs__squad_dev.json,24.30525543362166,22.659796115782427,15.44889912315729,13.972805804985974
joint,results/round3e_bert_base/configs/bert_base__random__frac0p333__draw03__seed21__same_epochs.yaml,2026-05-23T03:19:54Z,sha256:fe4b4d10a7d1a5afed58183078a4fe10820af5537d4e28a82cab990673fb0d6c,data/qa/addonesent.jsonl,run.py/custom_squad_postprocess,addonesent,61.55567991046446,69.5594994922815,,bert-base-uncased,bert_base,1787,3.0,results/round3e_bert_base/predictions/bert_base__random__frac0p333__draw03__seed21__same_epochs__addonesent.jsonl,bert_base__random__frac0p333__draw03__seed21__same_epochs__addonesent,21,3.0,0.333,29170,same_epochs,sha256:c64657665aaceae6a1e7c1b9351ba5144da6b59b8b425320c146c8532788268f,data/subsets/round3e_bert/joint/random_frac0p333_draw03.jsonl,bert_base__random__frac0p333__draw03__seed21__same_epochs,random,results/round3e_bert_base/metrics/raw/bert_base__random__frac0p333__draw03__seed21__same_epochs__addonesent.json,24.25186282142124,23.42739149383989,15.603280151625896,14.849239673263071
joint,results/round3e_bert_base/configs/bert_base__random__frac0p333__draw03__seed21__same_epochs.yaml,2026-05-23T03:18:53Z,sha256:698ce6f7c1779b1b83d253f1c1b3fc2058f278ec4e656dae445dc5c7a7de98df,data/qa/addsent.jsonl,run.py/custom_squad_postprocess,addsent,52.97752808988764,60.91091682248616,,bert-base-uncased,bert_base,3560,3.0,results/round3e_bert_base/predictions/bert_base__random__frac0p333__draw03__seed21__same_epochs__addsent.jsonl,bert_base__random__frac0p333__draw03__seed21__same_epochs__addsent,21,3.0,0.333,29170,same_epochs,sha256:c64657665aaceae6a1e7c1b9351ba5144da6b59b8b425320c146c8532788268f,data/subsets/round3e_bert/joint/random_frac0p333_draw03.jsonl,bert_base__random__frac0p333__draw03__seed21__same_epochs,random,results/round3e_bert_base/metrics/raw/bert_base__random__frac0p333__draw03__seed21__same_epochs__addsent.json,24.25186282142124,23.42739149383989,15.603280151625896,14.849239673263071
joint,results/round3e_bert_base/configs/bert_base__random__frac0p333__draw03__seed21__same_epochs.yaml,2026-05-23T03:17:49Z,sha256:940197b8001a1309109a52f2d51d1b3eb25d1db49950b24705dc8641f1c19502,data/qa/squad_dev.jsonl,run.py/custom_squad_postprocess,squad_dev,76.40491958372753,85.1627796439074,,bert-base-uncased,bert_base,10570,3.0,results/round3e_bert_base/predictions/bert_base__random__frac0p333__draw03__seed21__same_epochs__squad_dev.jsonl,bert_base__random__frac0p333__draw03__seed21__same_epochs__squad_dev,21,3.0,0.333,29170,same_epochs,sha256:c64657665aaceae6a1e7c1b9351ba5144da6b59b8b425320c146c8532788268f,data/subsets/round3e_bert/joint/random_frac0p333_draw03.jsonl,bert_base__random__frac0p333__draw03__seed21__same_epochs,random,results/round3e_bert_base/metrics/raw/bert_base__random__frac0p333__draw03__seed21__same_epochs__squad_dev.json,24.25186282142124,23.42739149383989,15.603280151625896,14.849239673263071
joint,results/round3e_bert_base/configs/bert_base__random__frac0p333__draw03__seed42__same_epochs.yaml,2026-05-23T03:29:24Z,sha256:fe4b4d10a7d1a5afed58183078a4fe10820af5537d4e28a82cab990673fb0d6c,data/qa/addonesent.jsonl,run.py/custom_squad_postprocess,addonesent,61.66759932848349,69.11186258762993,,bert-base-uncased,bert_base,1787,3.0,results/round3e_bert_base/predictions/bert_base__random__frac0p333__draw03__seed42__same_epochs__addonesent.jsonl,bert_base__random__frac0p333__draw03__seed42__same_epochs__addonesent,42,3.0,0.333,29170,same_epochs,sha256:c64657665aaceae6a1e7c1b9351ba5144da6b59b8b425320c146c8532788268f,data/subsets/round3e_bert/joint/random_frac0p333_draw03.jsonl,bert_base__random__frac0p333__draw03__seed42__same_epochs,random,results/round3e_bert_base/metrics/raw/bert_base__random__frac0p333__draw03__seed42__same_epochs__addonesent.json,25.26646070686993,23.7943139901991,16.151092854163508,14.907613538120103
joint,results/round3e_bert_base/configs/bert_base__random__frac0p333__draw03__seed42__same_epochs.yaml,2026-05-23T03:28:25Z,sha256:698ce6f7c1779b1b83d253f1c1b3fc2058f278ec4e656dae445dc5c7a7de98df,data/qa/addsent.jsonl,run.py/custom_squad_postprocess,addsent,52.78089887640449,59.99649473492351,,bert-base-uncased,bert_base,3560,3.0,results/round3e_bert_base/predictions/bert_base__random__frac0p333__draw03__seed42__same_epochs__addsent.jsonl,bert_base__random__frac0p333__draw03__seed42__same_epochs__addsent,42,3.0,0.333,29170,same_epochs,sha256:c64657665aaceae6a1e7c1b9351ba5144da6b59b8b425320c146c8532788268f,data/subsets/round3e_bert/joint/random_frac0p333_draw03.jsonl,bert_base__random__frac0p333__draw03__seed42__same_epochs,random,results/round3e_bert_base/metrics/raw/bert_base__random__frac0p333__draw03__seed42__same_epochs__addsent.json,25.26646070686993,23.7943139901991,16.151092854163508,14.907613538120103
joint,results/round3e_bert_base/configs/bert_base__random__frac0p333__draw03__seed42__same_epochs.yaml,2026-05-23T03:27:18Z,sha256:940197b8001a1309109a52f2d51d1b3eb25d1db49950b24705dc8641f1c19502,data/qa/squad_dev.jsonl,run.py/custom_squad_postprocess,squad_dev,76.5752128666036,85.26295544179344,,bert-base-uncased,bert_base,10570,3.0,results/round3e_bert_base/predictions/bert_base__random__frac0p333__draw03__seed42__same_epochs__squad_dev.jsonl,bert_base__random__frac0p333__draw03__seed42__same_epochs__squad_dev,42,3.0,0.333,29170,same_epochs,sha256:c64657665aaceae6a1e7c1b9351ba5144da6b59b8b425320c146c8532788268f,data/subsets/round3e_bert/joint/random_frac0p333_draw03.jsonl,bert_base__random__frac0p333__draw03__seed42__same_epochs,random,results/round3e_bert_base/metrics/raw/bert_base__random__frac0p333__draw03__seed42__same_epochs__squad_dev.json,25.26646070686993,23.7943139901991,16.151092854163508,14.907613538120103
joint,results/round3e_bert_base/configs/bert_base__random__frac0p333__draw04__seed13__same_epochs.yaml,2026-05-23T03:39:01Z,sha256:fe4b4d10a7d1a5afed58183078a4fe10820af5537d4e28a82cab990673fb0d6c,data/qa/addonesent.jsonl,run.py/custom_squad_postprocess,addonesent,61.16396194739787,69.23115595359955,,bert-base-uncased,bert_base,1787,3.0,results/round3e_bert_base/predictions/bert_base__random__frac0p333__draw04__seed13__same_epochs__addonesent.jsonl,bert_base__random__frac0p333__draw04__seed13__same_epochs__addonesent,13,4.0,0.333,29170,same_epochs,sha256:f77fa1ab76eec9e0a9e5cfa9e54b56b148e376a0de7b6be50a35b198787c96d8,data/subsets/round3e_bert/joint/random_frac0p333_draw04.jsonl,bert_base__random__frac0p333__draw04__seed13__same_epochs,random,results/round3e_bert_base/metrics/raw/bert_base__random__frac0p333__draw04__seed13__same_epochs__addonesent.json,24.068188029075955,23.24880677771518,15.679892009500477,15.174732470766749
joint,results/round3e_bert_base/configs/bert_base__random__frac0p333__draw04__seed13__same_epochs.yaml,2026-05-23T03:38:02Z,sha256:698ce6f7c1779b1b83d253f1c1b3fc2058f278ec4e656dae445dc5c7a7de98df,data/qa/addsent.jsonl,run.py/custom_squad_postprocess,addsent,53.08988764044944,60.84285993402408,,bert-base-uncased,bert_base,3560,3.0,results/round3e_bert_base/predictions/bert_base__random__frac0p333__draw04__seed13__same_epochs__addsent.jsonl,bert_base__random__frac0p333__draw04__seed13__same_epochs__addsent,13,4.0,0.333,29170,same_epochs,sha256:f77fa1ab76eec9e0a9e5cfa9e54b56b148e376a0de7b6be50a35b198787c96d8,data/subsets/round3e_bert/joint/random_frac0p333_draw04.jsonl,bert_base__random__frac0p333__draw04__seed13__same_epochs,random,results/round3e_bert_base/metrics/raw/bert_base__random__frac0p333__draw04__seed13__same_epochs__addsent.json,24.068188029075955,23.24880677771518,15.679892009500477,15.174732470766749
joint,results/round3e_bert_base/configs/bert_base__random__frac0p333__draw04__seed13__same_epochs.yaml,2026-05-23T03:36:57Z,sha256:940197b8001a1309109a52f2d51d1b3eb25d1db49950b24705dc8641f1c19502,data/qa/squad_dev.jsonl,run.py/custom_squad_postprocess,squad_dev,76.33869441816462,84.91104796310003,,bert-base-uncased,bert_base,10570,3.0,results/round3e_bert_base/predictions/bert_base__random__frac0p333__draw04__seed13__same_epochs__squad_dev.jsonl,bert_base__random__frac0p333__draw04__seed13__same_epochs__squad_dev,13,4.0,0.333,29170,same_epochs,sha256:f77fa1ab76eec9e0a9e5cfa9e54b56b148e376a0de7b6be50a35b198787c96d8,data/subsets/round3e_bert/joint/random_frac0p333_draw04.jsonl,bert_base__random__frac0p333__draw04__seed13__same_epochs,random,results/round3e_bert_base/metrics/raw/bert_base__random__frac0p333__draw04__seed13__same_epochs__squad_dev.json,24.068188029075955,23.24880677771518,15.679892009500477,15.174732470766749
joint,results/round3e_bert_base/configs/bert_base__random__frac0p333__draw04__seed21__same_epochs.yaml,2026-05-23T03:48:22Z,sha256:fe4b4d10a7d1a5afed58183078a4fe10820af5537d4e28a82cab990673fb0d6c,data/qa/addonesent.jsonl,run.py/custom_squad_postprocess,addonesent,62.674874090654725,69.89878519504715,,bert-base-uncased,bert_base,1787,3.0,results/round3e_bert_base/predictions/bert_base__random__frac0p333__draw04__seed21__same_epochs__addonesent.jsonl,bert_base__random__frac0p333__draw04__seed21__same_epochs__addonesent,21,4.0,0.333,29170,same_epochs,sha256:f77fa1ab76eec9e0a9e5cfa9e54b56b148e376a0de7b6be50a35b198787c96d8,data/subsets/round3e_bert/joint/random_frac0p333_draw04.jsonl,bert_base__random__frac0p333__draw04__seed21__same_epochs,random,results/round3e_bert_base/metrics/raw/bert_base__random__frac0p333__draw04__seed21__same_epochs__addonesent.json,23.967989761955458,22.27892168847596,15.47894288972789,14.04224984501225
joint,results/round3e_bert_base/configs/bert_base__random__frac0p333__draw04__seed21__same_epochs.yaml,2026-05-23T03:47:25Z,sha256:698ce6f7c1779b1b83d253f1c1b3fc2058f278ec4e656dae445dc5c7a7de98df,data/qa/addsent.jsonl,run.py/custom_squad_postprocess,addsent,54.438202247191015,61.409738322819585,,bert-base-uncased,bert_base,3560,3.0,results/round3e_bert_base/predictions/bert_base__random__frac0p333__draw04__seed21__same_epochs__addsent.jsonl,bert_base__random__frac0p333__draw04__seed21__same_epochs__addsent,21,4.0,0.333,29170,same_epochs,sha256:f77fa1ab76eec9e0a9e5cfa9e54b56b148e376a0de7b6be50a35b198787c96d8,data/subsets/round3e_bert/joint/random_frac0p333_draw04.jsonl,bert_base__random__frac0p333__draw04__seed21__same_epochs,random,results/round3e_bert_base/metrics/raw/bert_base__random__frac0p333__draw04__seed21__same_epochs__addsent.json,23.967989761955458,22.27892168847596,15.47894288972789,14.04224984501225
joint,results/round3e_bert_base/configs/bert_base__random__frac0p333__draw04__seed21__same_epochs.yaml,2026-05-23T03:46:23Z,sha256:940197b8001a1309109a52f2d51d1b3eb25d1db49950b24705dc8641f1c19502,data/qa/squad_dev.jsonl,run.py/custom_squad_postprocess,squad_dev,76.71712393566698,85.37772808477504,,bert-base-uncased,bert_base,10570,3.0,results/round3e_bert_base/predictions/bert_base__random__frac0p333__draw04__seed21__same_epochs__squad_dev.jsonl,bert_base__random__frac0p333__draw04__seed21__same_epochs__squad_dev,21,4.0,0.333,29170,same_epochs,sha256:f77fa1ab76eec9e0a9e5cfa9e54b56b148e376a0de7b6be50a35b198787c96d8,data/subsets/round3e_bert/joint/random_frac0p333_draw04.jsonl,bert_base__random__frac0p333__draw04__seed21__same_epochs,random,results/round3e_bert_base/metrics/raw/bert_base__random__frac0p333__draw04__seed21__same_epochs__squad_dev.json,23.967989761955458,22.27892168847596,15.47894288972789,14.04224984501225
joint,results/round3e_bert_base/configs/bert_base__random__frac0p333__draw04__seed42__same_epochs.yaml,2026-05-23T03:57:44Z,sha256:fe4b4d10a7d1a5afed58183078a4fe10820af5537d4e28a82cab990673fb0d6c,data/qa/addonesent.jsonl,run.py/custom_squad_postprocess,addonesent,62.00335758254057,69.539528788168,,bert-base-uncased,bert_base,1787,3.0,results/round3e_bert_base/predictions/bert_base__random__frac0p333__draw04__seed42__same_epochs__addonesent.jsonl,bert_base__random__frac0p333__draw04__seed42__same_epochs__addonesent,42,4.0,0.333,29170,same_epochs,sha256:f77fa1ab76eec9e0a9e5cfa9e54b56b148e376a0de7b6be50a35b198787c96d8,data/subsets/round3e_bert/joint/random_frac0p333_draw04.jsonl,bert_base__random__frac0p333__draw04__seed42__same_epochs,random,results/round3e_bert_base/metrics/raw/bert_base__random__frac0p333__draw04__seed42__same_epochs__addonesent.json,24.014154544255753,22.67374804672967,15.305314689858278,13.95690731812168
